amount,is_mal_ip,is_mal_device,odd_time,txn_count_24h,label,user_age_days,failed_attempts,location_change,avg_txn_amount,is_international
2098.180411463482,0,0,0,2,0,243,1,0,3000.34,0
1868.328678879492,0,0,0,1,0,308,0,1,1335.0,0
716.6490546486701,0,1,0,3,0,56,0,0,3029.89,0
8935.246350166875,1,1,0,11,1,57,3,1,3627.16,1
183.82311785080765,0,0,1,1,0,183,0,0,2963.84,0
5945.539661346345,1,1,1,9,1,30,3,1,8364.91,1
937.775931868674,1,0,0,1,0,357,1,0,2325.11,0
721.4245425524786,0,0,0,0,0,193,0,0,2308.83,1
1539.571387719098,0,0,0,0,0,209,0,0,2239.12,0
1251.7190646540532,0,0,0,1,0,341,1,0,2417.12,0
1039.8510977316791,0,0,1,1,0,320,1,0,1582.73,0
1350.9804500858822,0,0,0,2,0,82,1,1,566.89,0
894.571180097467,0,0,0,2,0,139,0,0,1449.88,0
1329.861250860741,0,1,0,0,0,320,0,0,2049.13,0
1512.0599085260776,0,0,0,1,0,349,1,0,2061.65,0
1007.4890941435682,0,0,0,2,0,332,1,0,954.66,0
6542.950431524971,1,1,1,5,1,53,2,1,7666.77,0
3726.543278644117,1,1,1,11,1,10,2,1,6703.49,1
1209.0084360222231,0,0,0,2,0,179,1,0,2324.35,0
3206.875632999896,1,1,0,5,1,12,3,0,4684.83,1
1150.7059338578692,0,0,0,2,0,298,1,0,809.59,0
543.8904032842969,0,0,0,1,0,263,0,0,2737.95,0
1646.03379986586,0,0,0,1,0,271,0,0,2796.22,1
6306.460748800483,1,1,1,7,1,25,4,1,3546.53,1
2397.1809502912256,0,0,0,4,0,278,1,0,1846.81,0
2206.693623763312,0,0,1,4,0,103,1,1,1994.37,0
1844.037862426189,0,0,0,1,0,208,1,0,1868.66,1
890.4385258750342,0,0,0,3,0,91,1,0,1949.74,0
1007.4588597918416,0,0,0,0,0,336,0,0,1809.94,0
8712.556440868066,1,1,1,4,1,50,5,1,7541.0,0
50.0,0,0,0,0,0,54,1,0,774.52,0
958.1706812812158,0,0,1,0,0,131,0,0,984.43,1
1619.7342522592023,0,0,1,4,0,349,1,0,2302.04,0
6063.480227180327,1,1,0,6,1,42,2,1,7528.99,0
843.8896181754745,0,0,0,2,0,248,1,0,2558.97,0
1452.4936394902286,0,1,0,2,0,97,0,0,1478.9,0
1676.2309852680846,0,0,0,4,0,114,1,0,1478.56,0
4730.977358011116,1,1,1,8,1,44,5,1,8582.52,1
974.9672642603782,0,0,0,0,0,71,1,0,1122.52,0
1524.4409629519196,0,0,0,2,0,37,1,0,895.93,0
5364.024621859587,1,1,0,7,1,21,3,1,4642.32,1
7601.984482735868,1,1,0,5,1,31,5,1,6811.96,1
1896.2326500321644,0,0,0,0,0,208,0,1,924.42,0
1504.5677595267568,0,0,0,1,0,297,1,0,988.83,0
4923.14174653021,1,0,0,8,1,7,5,1,4366.71,1
761.2579889221842,0,0,0,0,0,152,1,0,1983.59,0
911.5540652384256,0,0,0,5,0,82,0,0,823.66,0
5693.751196149734,0,1,1,6,1,53,4,1,8660.86,0
769.3578993358682,0,0,0,2,0,156,1,0,1575.87,0
7778.26158168162,1,1,1,9,1,1,3,1,5376.36,0
1339.497081111901,0,0,0,1,0,67,1,0,1104.95,0
993.197233289178,0,0,0,4,0,291,1,1,1769.03,0
1219.7235241203698,0,0,0,1,0,32,1,0,969.02,0
509.4776984231125,0,0,0,3,0,244,1,0,1587.82,0
1271.7132834287463,0,1,0,1,0,39,0,0,967.49,0
4143.388659211336,1,1,1,5,1,33,3,0,8564.28,0
929.4965671085504,0,0,0,1,0,147,0,1,1196.53,0
788.9171966552965,0,0,0,2,0,215,1,0,1156.66,1
1503.9482548582696,0,0,0,5,0,144,1,0,2965.79,0
1018.4416694222168,0,0,0,0,0,193,1,0,527.42,0
1399.6115613026395,0,0,0,1,0,91,1,0,1700.05,0
6260.092549630716,0,1,1,3,1,18,3,1,6293.44,1
1288.410436069699,0,0,0,3,0,57,1,0,2056.96,0
581.2866808887137,1,0,0,1,0,105,0,0,2468.78,1
1018.434176591461,0,0,0,1,0,262,1,1,2317.53,0
5352.7148800868845,0,1,1,7,1,53,5,1,5982.72,0
7504.768365252581,1,1,1,6,1,39,5,1,7330.53,1
564.225739553858,0,0,0,1,0,100,1,0,2495.71,0
2144.639397751998,0,0,0,3,0,329,0,0,1819.66,0
956.1473135256276,0,1,1,2,0,46,0,0,2144.95,0
1440.4540463744477,0,0,0,2,0,252,1,1,1648.58,1
90.11102627407467,0,0,0,3,0,226,0,0,1196.28,0
1237.0473902098877,0,0,0,6,0,70,0,0,1311.89,0
303.03944340401847,0,0,0,4,0,170,1,0,1405.39,0
1034.3458084083386,0,0,0,1,0,74,0,1,1431.22,0
6275.157272899582,1,1,1,11,1,27,5,1,7872.43,1
1188.8498581409735,0,0,0,2,0,123,1,0,1186.88,0
1093.2033788974788,0,0,0,1,0,263,0,0,1720.72,1
4350.321485426981,1,0,1,7,1,30,2,1,6173.35,1
2201.2137338223984,0,0,0,0,0,192,0,0,1445.5,0
1780.4133936892597,0,1,0,3,0,156,1,0,1077.52,0
679.903140092051,0,0,0,3,0,242,1,1,1336.26,1
5339.044243646394,1,1,1,8,1,29,2,1,3981.96,1
1194.4539980256989,0,0,0,2,0,366,1,0,2787.05,0
1717.6246673618762,0,0,0,3,0,280,1,0,2711.39,0
1350.553669595871,0,0,0,2,0,103,0,0,1265.62,0
1134.5370974369368,0,0,0,4,0,192,1,0,1556.51,0
1124.1427832113854,0,0,0,2,0,79,1,0,2894.16,0
1969.5986000874536,0,0,0,4,0,80,0,0,1296.42,1
2622.3210796230856,1,0,0,6,1,28,4,1,8910.36,0
926.2962386165636,0,0,0,1,0,304,0,0,1216.79,0
4629.908135637275,0,1,0,5,1,50,5,1,8154.4,0
1326.8698307472866,0,0,0,1,0,271,1,0,1596.68,1
8019.156501303418,0,1,1,13,1,9,2,0,7907.12,1
1355.826428002389,0,0,0,3,0,305,0,0,850.61,1
4423.841122403792,1,1,1,6,1,38,2,1,7122.75,0
10356.505373582851,1,0,1,13,1,28,5,1,6894.68,0
7518.460465142114,1,0,0,4,1,60,2,0,8519.07,1
920.4180824703958,0,0,0,1,0,353,1,0,1958.08,0
4612.467435599672,1,0,0,10,1,44,5,1,3633.16,1
1300.5495233574838,0,0,0,2,0,110,0,0,2136.91,1
1604.6323491209928,0,0,0,4,0,202,1,0,2864.86,0
4095.949668309743,1,1,1,12,1,41,3,1,4316.69,1
1494.1586032422883,0,0,1,1,0,206,0,0,936.94,0
1081.7755816320705,0,1,0,3,0,331,1,0,2137.84,0
797.0041344702922,0,0,0,0,0,114,1,0,2682.49,1
897.4218821970013,0,0,1,0,0,112,1,0,2588.14,0
417.5986143189724,1,0,0,0,0,252,0,0,1564.98,0
553.3635210644181,0,0,1,1,0,43,0,1,2377.49,0
7312.632768299181,0,1,1,4,1,31,3,1,5319.67,1
967.0972154409186,0,0,0,2,0,187,1,0,489.19,0
987.5843262371808,0,0,0,1,0,123,0,0,1944.14,0
1273.3965059927746,0,0,0,3,0,188,0,0,2545.34,1
8621.672117136437,1,1,1,13,1,26,5,1,7977.39,1
7756.288440764511,1,1,1,8,1,41,4,1,8665.27,0
1414.093123905288,0,0,0,0,0,339,1,1,1475.55,0
1188.8605104081437,0,0,1,1,0,356,0,0,1852.15,0
1424.7369564161534,0,0,0,1,0,125,1,0,2614.96,1
4568.904627040267,1,0,0,7,1,19,3,1,7894.19,0
3158.135974694249,1,1,0,10,1,25,5,1,7123.73,1
1912.3138660386217,0,0,0,2,0,332,0,1,2540.75,1
1613.557714282884,0,0,1,1,0,179,1,0,2072.83,0
1516.2038695277604,0,1,0,1,0,306,1,0,2329.55,0
1234.668580857674,0,0,0,2,0,216,1,0,2808.73,0
808.3733538318814,0,0,0,2,0,340,0,0,1261.31,1
7219.259230866786,1,1,1,11,1,16,4,1,7249.18,0
1303.801675700313,0,0,0,3,0,38,1,0,2005.27,0
1620.3672410647746,0,0,0,3,0,78,0,0,1359.95,1
1684.384947840677,0,1,0,4,0,77,0,1,2601.93,0
1158.9244108037155,0,0,0,2,0,215,1,0,2280.28,0
760.7630993289699,0,0,0,1,0,62,0,0,2395.74,0
650.541872635903,0,0,0,3,0,258,0,0,2611.08,0
775.0778152676041,0,0,0,1,0,83,0,0,1127.81,0
1257.1138243310195,0,0,0,1,0,248,1,0,2403.81,0
1399.8439758763209,0,0,0,2,0,186,0,0,2447.13,0
685.1518801834698,0,1,0,2,0,77,1,0,2542.17,0
839.8939894966051,0,0,0,0,0,179,0,0,1682.45,0
6511.140387708054,1,1,1,9,1,27,3,1,5464.65,0
1386.674279855699,1,0,0,2,0,212,1,0,807.0,0
780.3912383886807,0,0,0,3,0,155,1,0,2700.6,0
1071.91012375231,0,0,0,1,0,210,1,0,1742.23,1
1641.143246299608,0,0,0,0,0,63,0,0,2084.09,0
1488.6817625533308,0,0,1,0,0,293,1,0,815.04,0
1013.3157874984578,0,0,0,0,0,30,0,0,2005.77,0
1292.587768414957,0,0,0,2,0,94,0,0,651.85,0
1441.93832559402,0,0,0,2,0,61,1,0,2734.36,0
372.556281885852,0,0,0,0,0,36,0,1,2604.56,0
862.4108625128092,0,0,0,3,0,126,0,0,1074.2,1
4917.098698691864,1,1,0,10,1,33,2,0,7970.51,0
647.1476657570321,1,0,0,0,0,48,0,0,1974.06,0
927.4563850022048,0,0,0,4,0,69,1,0,2457.82,0
2033.628420874767,0,0,0,1,0,248,0,0,2388.98,1
1748.6500937718542,0,0,0,3,0,134,0,0,3043.9,0
923.4550915429338,0,0,0,2,0,75,0,0,1444.62,0
1324.7740947990385,0,0,0,2,0,97,0,0,776.58,1
9733.56993664152,1,0,0,6,1,39,5,1,7031.27,1
1367.0882086224487,0,0,0,3,0,196,1,1,2332.49,0
1571.3412091798612,0,0,0,2,0,137,0,0,1277.81,0
1126.3973606572013,0,0,0,1,0,155,1,0,1076.27,0
1149.006672703161,0,0,0,4,0,220,0,0,2570.38,1
2047.525520215377,0,0,0,5,0,130,1,1,2287.13,1
8043.654432797393,1,0,0,10,1,22,4,1,8096.89,1
5629.968351860284,1,1,1,7,1,23,2,1,5402.81,0
1024.2432579793456,0,0,0,1,0,134,1,0,777.66,1
1092.166181226184,0,0,0,1,0,308,1,1,802.14,0
1478.8455303625624,0,0,0,1,0,76,1,0,1394.83,1
1756.3441874949626,0,0,1,2,0,108,0,0,2795.19,0
1459.109475222706,0,0,0,1,0,218,1,0,2296.29,1
1118.9380122600708,0,0,0,3,0,77,1,0,1406.96,0
8634.887169423531,1,0,1,9,1,24,4,1,4907.02,1
1569.8265758623356,1,0,0,0,0,159,0,1,2207.7,0
581.9321019847688,0,0,0,1,0,100,0,0,1937.21,1
707.1369768322281,0,0,0,3,0,298,0,0,2970.27,0
8028.067144143959,1,1,1,3,1,20,2,1,3343.45,0
6272.704501363893,0,1,1,7,1,32,2,1,6925.38,1
1108.401690639806,1,0,1,2,0,261,0,0,2310.08,0
7982.219751812741,1,0,0,6,1,57,3,1,8865.5,1
6241.411978927988,1,1,1,5,1,51,2,1,3625.57,1
1435.022093684101,1,0,0,1,0,142,1,0,480.58,0
7031.505934628384,0,0,1,8,1,25,4,0,7211.18,0
3163.118853218163,0,0,0,2,0,195,1,0,1747.06,0
6670.6177292838765,1,1,0,5,1,37,5,1,5817.08,1
5411.450458118599,1,1,1,6,1,1,2,1,4610.35,0
651.3158405144667,0,0,1,0,0,356,1,0,1681.24,1
1299.1967585887433,0,0,0,0,0,209,1,0,1578.08,0
716.9216383147915,0,0,0,4,0,251,1,0,1669.97,0
2035.673787718738,0,0,0,1,0,221,0,0,2713.73,0
751.8336707039691,0,0,0,3,0,263,1,0,1817.74,0
1035.2761068264542,0,0,0,2,0,282,0,0,2813.31,0
795.309589458623,0,0,0,0,0,269,1,0,911.25,0
9023.073968434415,1,1,1,13,1,39,3,0,3099.38,1
695.1346476450312,0,0,0,1,0,101,1,0,2212.87,1
1248.497982496359,0,0,0,5,0,291,0,0,1200.96,0
1584.4198379844483,0,0,0,2,0,287,0,0,1400.46,0
2533.4526111600044,0,0,0,1,0,301,1,1,2818.89,1
7043.298473450581,1,0,0,10,1,41,4,1,5854.87,0
11242.616088029168,1,1,1,7,1,29,4,1,7004.9,1
4695.978478956341,1,1,1,7,1,50,3,1,8312.64,0
1527.487792110845,0,0,1,1,0,168,0,0,633.15,0
6263.920253944803,1,1,1,7,1,40,3,1,5457.28,0
478.0372264631216,0,0,0,3,0,76,1,0,796.5,1
5166.398637235696,1,1,1,5,1,14,2,1,4608.77,1
2183.458481254127,0,0,1,3,0,239,0,0,617.75,1
4883.077825866677,1,1,0,10,1,49,2,1,8545.03,1
914.8243167931596,0,0,0,0,0,267,0,0,684.08,0
6296.02834919799,1,1,1,6,1,30,4,1,3158.0,1
3919.399646439481,1,1,0,5,1,19,5,1,7975.08,1
414.4238244410584,0,0,0,4,0,183,0,1,1495.66,0
1678.6524112967656,0,0,0,1,0,199,0,0,1684.41,0
1261.0049073226808,0,0,0,1,0,122,1,0,1716.37,0
1216.1981068417897,0,0,0,0,0,216,0,0,2440.26,0
10199.03115208424,1,1,1,4,1,55,4,1,8903.16,0
1109.3879133909486,0,1,0,2,0,205,0,0,1189.79,0
1986.8671082775527,0,0,0,1,0,242,1,0,658.11,0
1390.712808767171,0,0,0,2,0,291,1,0,2723.97,0
1697.1494133438116,0,0,0,5,0,127,1,0,2983.33,0
1715.9222697343175,0,0,0,2,0,144,0,0,1663.12,0
8915.637503768476,0,1,0,8,1,52,3,0,4192.2,0
1997.088978102006,0,0,0,3,0,346,0,0,824.05,0
1032.7493820795255,0,0,0,2,0,45,0,0,1662.45,1
1895.103774508657,0,0,0,2,0,233,1,0,1313.17,0
743.5945403517435,0,0,0,3,0,273,0,0,2945.06,0
2357.329283336754,0,0,0,3,0,308,0,1,940.27,0
7892.275356821618,1,1,0,7,1,48,4,1,8926.92,1
1124.839769864064,0,0,0,2,0,86,1,0,2123.65,1
6502.474035204054,1,1,0,10,1,1,3,1,2960.81,1
1996.334999141442,0,0,0,2,0,64,0,0,1614.14,0
506.0657247720991,0,0,0,2,0,273,1,0,3019.37,0
3102.887862819302,1,1,1,11,1,20,4,0,5551.7,1
1246.027568655996,0,0,0,1,0,291,1,0,2693.94,0
1486.028720857072,0,0,0,0,0,296,1,0,602.54,0
437.21414596945806,0,1,0,1,0,124,1,0,886.92,0
525.9072889471435,0,0,0,1,0,182,1,0,2912.45,0
529.4676433492157,0,0,1,2,0,309,1,0,773.02,0
1425.613008068049,1,0,1,2,0,104,0,0,2328.28,0
1894.332260051241,0,0,0,2,0,319,1,0,1613.15,0
746.218168979201,0,0,0,3,0,115,1,0,1569.83,0
1481.95456002618,0,0,1,1,0,69,1,1,2203.7,0
5135.948637260347,0,1,0,9,1,29,3,1,4936.54,0
928.1965519534738,0,0,0,3,0,263,1,1,2875.14,0
1204.394221316036,0,0,0,3,0,124,0,0,1236.96,1
1897.7170410995927,0,0,0,4,0,132,0,0,2159.72,0
1852.7394035771645,0,0,0,2,0,190,0,1,1418.77,0
1736.2708997863797,0,0,0,2,0,189,0,0,2312.71,0
1124.3633581732445,0,0,0,4,0,41,0,0,831.42,0
788.7900338088997,0,0,0,3,0,249,0,0,1701.8,0
1619.8319322155944,0,0,1,2,0,104,0,0,924.25,0
1688.215688599034,0,0,0,1,0,275,1,0,1308.14,1
955.8630787742276,0,0,0,1,0,124,1,0,2289.16,1
402.6484663666023,0,0,0,2,0,243,1,0,1074.92,0
1104.5481041363507,0,0,0,1,0,114,1,0,2138.81,0
139.6499236824668,0,0,0,3,0,60,1,1,1644.9,0
1813.834496236646,0,1,0,2,0,336,1,0,756.62,0
1645.9315110803743,0,0,0,0,0,250,0,1,1433.72,0
1933.9252224986549,0,0,0,1,0,354,1,0,2677.69,0
5828.226098211338,1,1,1,13,1,7,4,1,7668.55,0
5436.92789025111,0,1,1,13,1,46,4,1,6367.48,1
800.0,0,1,0,10,1,12,5,1,7895.98,0
1782.9582601276115,0,0,0,3,0,159,0,0,847.62,0
3931.3792978035535,1,1,1,4,1,12,2,0,3219.06,1
1839.2875839696871,0,0,0,3,0,192,1,0,2040.07,0
4920.223654048989,1,0,0,4,1,3,4,0,5701.66,1
387.2538649000836,0,0,0,2,0,84,1,0,1523.44,0
6075.932131352889,1,0,1,6,1,32,3,1,8194.16,1
6815.277106850995,1,1,1,9,1,1,3,1,7273.36,0
941.1943504819144,0,0,0,2,0,49,1,0,2453.62,1
6182.6959952637735,1,1,1,9,1,56,4,1,3502.37,1
1608.653101869163,0,0,0,3,0,157,1,1,2409.87,0
2151.27910261478,1,0,0,1,0,111,0,0,1668.5,1
114.21429761977627,0,0,0,0,0,358,0,0,1838.48,0
467.51262694755553,1,0,0,2,0,181,0,0,2080.7,0
515.8424805835948,0,0,0,4,0,211,1,1,1607.13,1
1321.8286118513572,0,0,0,0,0,156,0,0,1693.41,0
8511.962954546341,1,1,1,10,1,27,5,0,3684.3,1
1603.5612983186552,0,1,0,5,0,38,1,0,2956.54,0
7727.560536861298,1,1,0,6,1,55,5,0,5243.75,1
921.6106135783168,0,0,0,3,0,338,0,0,1776.17,0
6212.83488933938,0,1,0,7,1,33,5,1,8117.75,0
1808.579260412748,0,0,0,2,0,86,0,0,1009.87,0
803.7396307836497,0,0,0,4,0,95,1,0,2628.01,0
1206.521687188476,0,0,1,4,0,345,0,1,2792.48,0
808.7043187259334,0,0,0,3,0,113,0,0,828.79,0
1019.51691709046,0,0,0,3,0,112,1,0,2331.85,0
3709.399061824175,1,1,1,10,1,14,2,0,7516.59,1
1745.4902125929834,0,0,0,1,0,237,1,0,1332.3,0
1188.223924562881,0,0,0,0,0,174,0,0,1513.47,0
7571.463218653528,1,0,0,5,1,24,4,0,3569.77,1
452.62192677517794,0,0,0,3,0,136,1,0,816.36,0
856.8604321224577,0,0,0,3,0,49,0,0,1039.61,0
970.454844890504,0,0,0,2,0,245,1,0,670.15,1
5512.20707651018,1,1,0,3,1,25,3,1,7343.86,0
675.1722505450294,0,0,0,1,0,239,1,0,1917.71,0
1050.0809018625598,0,0,0,3,0,283,0,0,1899.45,0
216.33746788700276,0,0,0,2,0,142,1,0,2219.79,0
827.4161148413248,0,0,0,1,0,147,1,0,2937.84,0
1735.0751191582135,0,0,0,4,0,265,1,1,875.72,0
7803.486098350678,1,1,1,4,1,48,4,1,6403.55,0
737.8213331848123,0,0,0,1,0,292,0,0,1242.92,0
1883.1947059272195,0,0,0,2,0,76,0,1,2823.29,0
1426.3781760383472,0,0,0,5,0,338,1,0,1511.22,0
1591.6793552620156,0,0,0,4,0,357,1,0,2433.79,0
1182.6575563066094,0,0,0,1,0,241,1,0,1073.47,0
659.9986958089339,0,0,0,2,0,325,1,0,1763.92,0
442.76484540961656,0,0,0,2,0,360,1,0,749.93,0
2051.107472317619,0,0,0,2,0,53,1,0,1546.28,0
707.732974759016,0,0,0,1,0,61,1,0,1147.68,0
7950.674028954199,1,1,1,8,1,29,3,0,6161.38,1
993.889627487765,0,0,0,0,0,61,1,0,2471.35,0
396.8716057990209,0,0,0,4,0,47,0,0,2904.16,0
1334.647376290367,0,0,0,5,0,87,1,0,1202.31,1
1167.6556974837408,0,0,0,1,0,268,0,0,2453.91,0
578.0683823043574,0,0,0,2,0,240,1,0,2773.94,0
6219.091841621599,1,0,0,5,1,22,2,1,4884.65,1
527.3951645956987,1,0,0,3,0,273,1,0,2027.39,1
2032.7372222312883,0,0,0,1,0,296,0,0,1993.68,0
1698.8160384601222,0,0,1,1,0,221,1,0,1276.45,0
557.0001467417532,0,0,0,2,0,361,1,0,539.28,0
1468.7060014101903,0,0,1,1,0,242,1,0,1115.83,1
1795.8537485535326,0,1,0,2,0,139,0,0,2019.35,0
2127.751657397132,0,0,0,2,0,96,1,0,1017.22,0
2898.917889064387,1,1,1,4,1,34,5,1,5517.81,0
210.3500948121061,1,0,0,1,0,356,0,0,2325.72,0
1000.0608806658142,0,0,0,2,0,101,0,1,1523.1,0
4667.730832216844,1,0,1,13,1,12,2,0,5532.19,0
976.3390521706244,0,0,0,1,0,328,0,1,1543.2,0
2249.7037602512546,0,0,0,2,0,204,1,0,3014.92,1
5540.916519698829,1,1,1,10,1,40,3,1,4662.02,1
935.1198981164806,0,0,0,1,0,346,0,0,1162.71,0
1543.5328979294582,0,0,0,1,0,67,0,0,921.77,0
708.837863861612,0,0,0,1,0,287,0,0,1147.02,0
1011.1175562387614,0,0,0,1,0,235,1,0,2006.32,1
5821.912671839543,1,0,0,8,1,48,3,0,7591.82,1
782.9075756336881,0,0,0,2,0,78,1,0,1969.51,1
1321.669724661346,0,0,1,1,0,55,0,0,1468.53,1
1551.2666569669277,1,0,0,4,0,194,0,0,1506.18,0
1854.722050701324,0,0,1,0,0,200,0,0,500.46,1
1060.1199157520828,0,0,0,1,0,103,1,1,579.87,0
6589.916392960294,1,1,1,4,1,43,2,0,7488.99,1
927.5404565955253,0,0,0,1,0,157,1,0,1783.37,0
1529.272136336415,0,0,1,4,0,308,0,0,511.19,0
8547.762269954326,1,1,1,14,1,50,4,0,3661.53,1
7532.845608433257,1,0,0,2,1,33,5,1,2955.71,1
884.2987222167209,0,0,0,0,0,318,0,0,2493.65,0
50.0,0,0,0,4,0,61,1,0,1506.63,0
7419.625382333584,1,1,1,9,1,37,2,1,3891.26,0
1449.9320618701856,0,0,0,3,0,30,1,0,2144.94,1
1351.9092978024378,0,0,0,2,0,216,0,0,554.37,0
1182.0872106467684,0,0,0,1,0,85,0,0,2831.13,1
6582.387908372554,1,1,1,11,1,11,4,1,5279.86,0
1481.4404300871774,0,0,0,2,0,142,0,0,1230.7,1
1774.8360094393734,0,0,0,2,0,315,0,0,2430.28,1
1535.670038225233,0,0,0,3,0,337,1,0,939.5,0
1692.724842807609,0,0,0,1,0,61,1,0,1477.18,0
3041.2379878827346,1,0,1,4,1,3,2,1,8281.92,1
1548.103182406709,0,0,0,3,0,112,1,0,2010.35,0
986.8212018972284,0,0,0,0,0,345,1,0,1309.19,0
1402.1473774808487,0,0,0,1,0,110,1,0,2204.95,0
1286.670832185204,0,0,0,2,0,98,1,0,2508.68,1
1377.80667439283,0,0,1,3,0,349,0,0,1414.48,0
1345.6013775690162,0,0,0,3,0,155,1,0,1877.22,0
4778.466966010424,1,0,1,10,1,58,4,0,5624.96,0
700.9696863427935,0,0,0,2,0,46,0,0,2969.21,1
574.2302879047779,0,0,0,0,0,248,0,0,1742.87,0
6507.71686006346,1,1,1,7,1,56,3,1,8623.64,1
955.5569404781544,0,0,0,2,0,139,0,0,2334.49,0
1809.3809258486583,0,1,1,1,0,205,0,0,1145.3,1
7186.196874135365,1,1,1,9,1,33,4,0,7610.65,0
1115.870432756229,0,1,0,2,0,101,0,0,1468.22,0
511.1653160214545,0,0,0,2,0,323,0,1,2214.15,0
650.4776242225637,0,0,0,0,0,209,1,1,1472.89,0
1603.5232083033436,0,0,0,2,0,208,0,1,2762.79,0
1537.4097460833018,0,0,0,4,0,198,1,0,830.41,0
1432.1256190615018,0,0,0,5,0,49,0,0,673.5,0
911.5481721687984,0,0,0,0,0,91,0,0,2462.88,0
918.915986710849,0,0,0,0,0,53,1,0,1573.12,0
1200.8095156784705,0,0,0,3,0,133,0,0,1605.24,0
1461.071272966968,0,0,0,3,0,325,0,0,2822.75,0
925.4205291181116,1,0,0,4,0,133,1,0,1929.67,0
724.5233084527642,0,0,0,2,0,73,1,1,2168.5,0
1941.8719551018532,0,0,0,3,0,66,1,0,560.29,1
1493.3469007376375,0,0,0,1,0,311,1,0,2233.79,0
641.7377800256704,0,0,0,4,0,336,1,0,1406.38,0
965.3267667866444,0,0,0,1,0,119,1,0,1713.75,0
2493.954486765342,0,0,0,1,0,114,0,1,2489.83,0
1486.0031391502364,0,0,0,0,0,298,0,0,1823.23,0
888.1155196520974,0,0,0,0,0,212,0,0,2912.86,0
759.6229551986349,0,0,0,1,0,188,0,1,2487.53,0
1251.3227642698323,0,0,0,1,0,267,0,0,2254.79,1
1390.6764172901424,0,0,0,3,0,102,1,0,2008.77,0
1003.0066593784396,0,1,0,5,0,82,1,0,1440.08,0
1293.3045615781791,0,0,0,1,0,130,0,0,652.4,0
1113.5991313017678,0,0,0,1,0,26,1,0,596.46,1
1242.0471941250985,0,0,0,1,0,272,0,0,693.24,0
881.095653570032,0,0,0,1,0,203,1,1,2960.62,0
411.5017589045015,0,0,0,3,0,267,0,0,1386.93,0
12029.806286308927,1,1,0,11,1,8,5,1,8541.71,0
1827.1691803786696,0,0,1,2,0,123,0,0,1896.16,0
5076.381435880005,0,0,1,13,1,37,5,0,8388.73,1
949.901091452002,0,0,0,2,0,268,1,1,2003.72,0
736.2233345941361,0,0,0,1,0,329,0,0,1274.37,0
883.559862557604,0,0,0,4,0,240,1,0,2708.23,0
706.0633295496255,0,0,0,2,0,156,0,0,2717.52,0
1112.5201216522958,0,0,1,1,0,261,0,0,2013.41,0
832.5945512329046,0,0,0,1,0,109,1,0,2646.91,0
5235.25551206788,1,1,1,7,1,34,5,1,5918.39,1
1068.346096561042,0,0,0,5,0,172,0,0,756.13,1
408.2058051062101,0,0,0,1,0,53,0,0,1876.12,0
1573.3056823010786,0,0,0,3,0,302,1,0,2607.32,0
8572.711761480437,1,0,1,10,1,20,5,1,8634.95,1
1781.1297987528335,0,0,0,3,0,45,0,0,1965.49,0
1223.2182740780745,0,0,0,1,0,139,0,1,451.55,0
2110.271953970908,0,0,0,1,0,62,0,0,3005.61,0
